sex, from, grade, salary, cost, income, net_money, economic_pressure, cost_main, cost_way, electronic_option, luxury_option, game_option, music_option, star, financical_option, phone, computer, cream, email
Female, countryside, 3, 2824, 4228, 无, 信用卡, yes, cream, offline, 3, 4, 3, 1, 2, 2, iphone, other, 中档品牌, wLNv1HEf@qq.com
Male, city, 1, 1975, 920, 无, 花呗, no, trval, online, 2, 4, 2, 2, 2, 1, xiaomi, 戴尔, 普通品牌, 6G1l4@qq.com
Male, city, 1, 1802, 3903, 无, 花呗, yes, dict, online, 2, 3, 2, 2, 2, 1, xiaomi, 戴尔, 普通品牌, 7kA3rj@sina.com
Male, city, 1, 1996, 4371, 父母给予, 信用卡, no, cloth, online, 2, 3, 1, 2, 2, 1, huawei, 联想, 普通品牌, l953Iutz4@qq.com
Female, countryside, 3, 3824, 2128, 无, 无, yes, study, offline, 3, 4, 2, 3, 2, 2, iphone, 华硕, 中档品牌, 31yRRP@163.com
Female, countryside, 3, 5123, 1622, 无, 无, no, elec, offline, 3, 4, 3, 3, 2, 2, iphone, 惠普, 中档品牌, IlpY9@qq.com
Male, city, 1, 2625, 2078, 父母给予, 信用卡, yes, cloth, online, 2, 3, 1, 2, 2, 1, huawei, 联想, 普通品牌, sQgC2@163.com
Male, city, 1, 2489, 2805, 无, 花呗, yes, trval, online, 2, 4, 2, 2, 2, 1, xiaomi, 戴尔, 普通品牌, hcyus1PmdfY@126.com
Female, township, 2, 2452, 1598, 无, 节呗, no, funny, online, 2, 4, 2, 3, 2, 2, oppo, 苹果, 普通品牌, 5KfZwTtmF1@163.com
Female, countryside, 3, 3840, 3444, 无, 信用卡, yes, elec, offline, 3, 4, 3, 3, 2, 2, iphone, 惠普, 中档品牌, 7rhYK@qq.com
Female, township, 2, 2729, 2904, 无, 美团月付, no, study, online, 3, 4, 2, 3, 2, 2, meizu, 华硕, 中档品牌, LWhjNy60hA@sina.com
Male, city, 1, 2110, 1385, 副业, 信用卡, no, cloth, online, 1, 1, 1, 1, 1, 1, huawei, 联想, 普通品牌, WKqknN0cfL8@126.com
Male, city, 1, 1984, 1730, 父母给予, 信用卡, yes, cloth, online, 2, 2, 1, 2, 2, 1, huawei, 联想, 普通品牌, 7Xv5EiqbW4u@qq.com
Male, city, 1, 2530, 1547, 无, 花呗, no, trval, online, 2, 4, 2, 2, 2, 1, xiaomi, 戴尔, 普通品牌, e7HwiO@sina.com
Female, countryside, 3, 3981, 2694, 无, 无, yes, elec, offline, 3, 4, 3, 3, 2, 2, iphone, 惠普, 中档品牌, f7AnAm@163.com
Female, township, 2, 2617, 5530, 无, 节呗, yes, funny, online, 2, 4, 2, 3, 2, 2, oppo, 华硕, 普通品牌, EQzg2rLOBu@qq.com
Female, countryside, 3, 3968, 4067, 无, 信用卡, no, cream, offline, 3, 4, 3, 1, 2, 2, iphone, other, 中档品牌, icSFr9rzs7V@qq.com
Female, township, 2, 5173, 3198, 无, 花呗, yes, funny, online, 2, 4, 2, 2, 2, 2, oppo, 苹果, 普通品牌, yCaKE6ANshy@sina.com
Female, township, 2, 2440, 3619, 无, 无, no, study, online, 3, 4, 2, 3, 2, 2, iphone, 华硕, 中档品牌, 6ajMeSpAiY6@126.com
Male, township, 2, 3470, 2546, 无, 花呗, no, trval, online, 2, 4, 2, 2, 2, 2, xiaomi, 戴尔, 普通品牌, qP6Dy6Fd3J@163.com
Female, township, 2, 3080, 2666, 无, 无, no, study, online, 3, 4, 2, 3, 2, 2, iphone, 华硕, 中档品牌, KSnM0V@qq.com
Male, city, 1, 1820, 3409, 父母给予, 信用卡, yes, cloth, online, 2, 2, 1, 2, 2, 1, huawei, 联想, 普通品牌, zLd0B@qq.com
Female, township, 2, 4084, 5777, 无, 节呗, no, funny, online, 2, 4, 2, 3, 2, 2, oppo, 华硕, 普通品牌, D8Fu3h@sina.com
Female, township, 2, 2683, 5054, 无, 节呗, yes, funny, online, 2, 4, 2, 3, 2, 2, oppo, 华硕, 普通品牌, g5RuuAZz@163.com
Female, countryside, 3, 2990, 4938, 无, 无, yes, elec, offline, 3, 4, 3, 3, 2, 2, iphone, 惠普, 中档品牌, nHOMtbv9@qq.com
Female, countryside, 3, 3083, 2234, 无, 无, no, study, offline, 3, 4, 2, 3, 2, 2, iphone, 华硕, 中档品牌, 5rEe5Hdo4@126.com
Female, township, 2, 3692, 5093, 无, 节呗, yes, funny, online, 2, 4, 2, 3, 2, 2, oppo, 华硕, 普通品牌, H4jilhcB@163.com
Female, countryside, 3, 5188, 3968, 无, 信用卡, yes, cream, offline, 3, 4, 3, 1, 2, 2, iphone, other, 高档品牌, be2JuQ@163.com
Female, countryside, 3, 2923, 5327, 无, 信用卡, yes, cream, offline, 3, 4, 3, 1, 2, 2, iphone, other, 高档品牌, VrtxyV3C@126.com
Female, township, 2, 3867, 2309, 无, 节呗, no, funny, online, 3, 4, 2, 3, 2, 2, meizu, 华硕, 中档品牌, 7UmfCLNbGyB@sina.com
Male, city, 1, 1885, 4398, 副业, 信用卡, yes, cloth, online, 1, 2, 1, 1, 2, 1, huawei, 联想, 普通品牌, 3SylP@126.com
Male, city, 1, 2305, 2146, 父母给予, 信用卡, no, dict, online, 2, 3, 2, 2, 2, 1, xiaomi, 戴尔, 普通品牌, KwgJ6mTz@sina.com
Male, city, 1, 2613, 2685, 无, 花呗, yes, dict, online, 2, 3, 2, 2, 2, 1, xiaomi, 戴尔, 普通品牌, XJFG2DpL@sina.com
Male, city, 1, 1837, 3468, 父母给予, 信用卡, yes, dict, online, 2, 3, 1, 2, 2, 1, huawei, 联想, 普通品牌, z5N8Ddh@sina.com
Female, countryside, 3, 5250, 5978, 无, 信用卡, yes, cream, offline, 3, 4, 3, 1, 2, 2, iphone, other, 高档品牌, 231vHGhjf@163.com
Female, township, 2, 5298, 3196, 无, 美团月付, yes, study, online, 3, 4, 2, 3, 2, 2, meizu, 华硕, 中档品牌, vqB2wK@sina.com
Male, city, 1, 2284, 1524, 副业, 信用卡, yes, cloth, online, 1, 1, 1, 1, 2, 1, huawei, 联想, 普通品牌, BQNExxI7dc8@126.com
Male, city, 1, 2817, 3264, 父母给予, 信用卡, no, dict, online, 2, 3, 2, 2, 2, 1, xiaomi, 戴尔, 普通品牌, I0j7iB@163.com
Female, township, 2, 3677, 2887, 无, 节呗, yes, funny, online, 3, 4, 2, 3, 2, 2, meizu, 华硕, 中档品牌, R2xOFh1@163.com
Male, city, 1, 2367, 1134, 父母给予, 信用卡, yes, dict, online, 2, 3, 2, 2, 2, 1, xiaomi, 戴尔, 普通品牌, aCUfRyc23y@qq.com
Female, township, 2, 2788, 5317, 无, 花呗, yes, funny, online, 2, 4, 2, 2, 2, 2, xiaomi, 戴尔, 普通品牌, AjJ6v6@qq.com
Male, city, 1, 1655, 1186, 父母给予, 信用卡, yes, dict, online, 2, 3, 2, 2, 2, 1, xiaomi, 戴尔, 普通品牌, nQ1IJv5biz@qq.com
Female, township, 2, 4390, 4104, 无, 花呗, no, funny, online, 2, 4, 2, 2, 2, 2, oppo, 苹果, 普通品牌, hQS37y@qq.com
Female, countryside, 3, 4751, 6275, 无, 信用卡, no, other, offline, 3, 4, 3, 1, 2, 2, other, other, 高档品牌, O9swQNArHe@126.com
Female, countryside, 3, 5511, 2790, 无, 无, no, elec, offline, 3, 4, 3, 3, 2, 2, iphone, 惠普, 中档品牌, HRDbU6@163.com
Male, city, 1, 1987, 3659, 父母给予, 信用卡, yes, cloth, online, 2, 2, 1, 1, 2, 1, huawei, 联想, 普通品牌, r4jGo4BPX@qq.com
Female, township, 2, 3996, 4122, 无, 花呗, no, funny, online, 2, 4, 2, 2, 2, 2, oppo, 苹果, 普通品牌, i3Fdh@qq.com
Male, city, 1, 2322, 1717, 副业, 信用卡, no, cloth, online, 1, 1, 1, 1, 1, 1, huawei, 联想, 普通品牌, vAhA4Xy@126.com
Female, countryside, 3, 5469, 5989, 无, 无, yes, elec, offline, 3, 4, 3, 3, 2, 2, iphone, 惠普, 中档品牌, CZwKJz0b@126.com
Female, countryside, 3, 3300, 2910, 无, 信用卡, yes, other, offline, 3, 1, 3, 1, 2, 2, other, other, 高档品牌, WmW1ln@126.com
Female, countryside, 3, 3549, 4403, 无, 无, no, elec, offline, 3, 4, 2, 3, 2, 2, iphone, 惠普, 中档品牌, uJBel0QR@163.com
Female, countryside, 3, 3486, 5843, 无, 无, yes, elec, offline, 3, 4, 3, 3, 2, 2, iphone, 惠普, 中档品牌, Lexr1u@126.com
Female, township, 2, 3521, 1858, 无, 节呗, yes, funny, online, 2, 4, 2, 3, 2, 2, oppo, 华硕, 中档品牌, 13MrAiq@126.com
Male, city, 1, 2998, 3984, 父母给予, 信用卡, yes, cloth, online, 2, 2, 1, 2, 2, 1, huawei, 联想, 普通品牌, F3ipD9D7IG@sina.com
Female, countryside, 3, 3368, 2751, 无, 信用卡, no, cream, offline, 3, 4, 3, 1, 2, 2, iphone, other, 中档品牌, bWL9L3EMI@163.com
Male, city, 1, 2815, 3232, 父母给予, 信用卡, no, cloth, online, 2, 3, 1, 2, 2, 1, huawei, 联想, 普通品牌, 66KDjC4uCe@126.com
Male, city, 1, 1873, 2880, 副业, 信用卡, yes, cloth, online, 1, 1, 1, 1, 1, 1, huawei, 联想, 普通品牌, rqE0j9@126.com
Female, countryside, 3, 3037, 3257, 无, 无, yes, elec, offline, 3, 4, 2, 3, 2, 2, iphone, 惠普, 中档品牌, jpQ5dR@126.com
Female, township, 2, 3336, 2890, 无, 花呗, no, funny, online, 2, 4, 2, 2, 2, 2, oppo, 苹果, 普通品牌, fSCbcHL14kq@sina.com
Female, countryside, 3, 3150, 2152, 无, 信用卡, no, cream, offline, 3, 4, 3, 1, 2, 2, iphone, other, 中档品牌, avGxBo4Vjb@sina.com
Male, city, 1, 2787, 2677, 副业, 信用卡, yes, cloth, online, 1, 2, 1, 1, 2, 1, huawei, 联想, 普通品牌, zScCgK82@qq.com
Female, township, 2, 4066, 5823, 无, 节呗, no, study, online, 3, 4, 2, 3, 2, 2, meizu, 华硕, 中档品牌, 33BTgT@qq.com
Male, city, 1, 2203, 1682, 副业, 信用卡, yes, cloth, online, 1, 1, 1, 1, 1, 1, huawei, 联想, 普通品牌, RSYludsFw0b@126.com
Male, city, 1, 2191, 1180, 父母给予, 信用卡, yes, cloth, online, 2, 2, 1, 2, 2, 1, huawei, 联想, 普通品牌, 73aDZ@163.com
Male, city, 1, 2946, 2220, 信贷产品, 信用卡, no, dict, online, 2, 3, 2, 2, 2, 1, xiaomi, 戴尔, 普通品牌, ksaYbM23UAo@qq.com
Female, countryside, 3, 3687, 3462, 无, 信用卡, no, cream, offline, 3, 4, 3, 3, 2, 2, iphone, other, 中档品牌, ckJ75gEQKjl@sina.com
Female, countryside, 3, 3535, 3156, 无, 无, yes, elec, offline, 3, 4, 2, 3, 2, 2, iphone, 惠普, 中档品牌, FslCIq3@126.com
Male, city, 2, 4631, 2158, 无, 花呗, no, trval, online, 2, 4, 2, 2, 2, 1, xiaomi, 戴尔, 普通品牌, DdOQj4BY@sina.com
Male, city, 2, 3358, 5288, 无, 花呗, yes, trval, online, 2, 4, 2, 2, 2, 1, xiaomi, 戴尔, 普通品牌, w6KrT2@163.com
Male, city, 1, 1995, 3582, 父母给予, 信用卡, no, dict, online, 2, 3, 2, 2, 2, 1, huawei, 联想, 普通品牌, CfnL3h@qq.com
Male, city, 1, 2664, 4121, 信贷产品, 信用卡, yes, dict, online, 2, 3, 2, 2, 2, 1, xiaomi, 戴尔, 普通品牌, nP1DZHJayQ@sina.com
Female, countryside, 3, 5065, 6258, 无, 无, yes, elec, offline, 3, 4, 3, 3, 2, 2, iphone, 惠普, 中档品牌, Oh52Sdwlh@qq.com
Male, city, 1, 2159, 3565, 父母给予, 信用卡, yes, dict, online, 2, 3, 2, 2, 2, 1, xiaomi, 戴尔, 普通品牌, rZiu3y6Yog@163.com
Female, countryside, 3, 5029, 4433, 无, 信用卡, yes, cream, offline, 3, 4, 3, 3, 2, 2, iphone, other, 中档品牌, QFuTLHoqrD3@qq.com
Male, city, 1, 2439, 3081, 副业, 信用卡, no, cloth, online, 1, 1, 1, 1, 1, 1, huawei, 联想, 普通品牌, 3ht4A@qq.com
Female, township, 2, 4753, 2076, 无, 节呗, no, funny, online, 2, 4, 2, 3, 2, 2, oppo, 华硕, 中档品牌, lTdqbH9IAw@qq.com
Female, township, 2, 5187, 5652, 无, 美团月付, yes, study, online, 3, 4, 2, 3, 2, 2, meizu, 华硕, 中档品牌, jtu5pnHZ@163.com
Female, township, 2, 2663, 3549, 无, 花呗, yes, funny, online, 2, 4, 2, 2, 2, 2, oppo, 苹果, 普通品牌, Qb75fON@126.com
Female, township, 2, 3752, 1897, 无, 美团月付, yes, study, online, 3, 4, 2, 3, 2, 2, meizu, 华硕, 中档品牌, 4RQeHU@qq.com
Female, township, 2, 4351, 4069, 无, 花呗, yes, funny, online, 2, 4, 2, 3, 2, 2, oppo, 苹果, 普通品牌, TBkqy1LGAh@126.com
Male, city, 1, 1816, 1174, 副业, 信用卡, no, cloth, online, 1, 1, 1, 1, 1, 1, huawei, 联想, 普通品牌, j1WlgeqyD@126.com
Female, township, 2, 2994, 4475, 无, 无, no, study, online, 3, 4, 2, 3, 2, 2, iphone, 华硕, 中档品牌, NJcdEHfv1g@126.com
Female, countryside, 3, 2919, 4027, 无, 信用卡, yes, elec, offline, 3, 4, 3, 3, 2, 2, iphone, 惠普, 中档品牌, L1i6CE7JOf@163.com
Female, township, 2, 3365, 3954, 无, 节呗, no, funny, online, 2, 4, 2, 3, 2, 2, oppo, 华硕, 普通品牌, 7sOQmyB@163.com
Female, township, 2, 4386, 2507, 无, 美团月付, yes, study, online, 3, 4, 2, 3, 2, 2, meizu, 华硕, 中档品牌, e0OhB@126.com
Female, countryside, 3, 3758, 1977, 无, 信用卡, no, cream, offline, 3, 4, 3, 1, 2, 2, iphone, other, 中档品牌, X4zDcH@sina.com
Female, township, 2, 2527, 1887, 无, 花呗, yes, funny, online, 2, 4, 2, 3, 2, 2, oppo, 苹果, 普通品牌, 9ln5zAp6@sina.com
Male, city, 1, 1713, 4059, 副业, 信用卡, yes, cloth, online, 1, 1, 1, 1, 1, 1, huawei, 联想, 普通品牌, 5OclSK2@126.com
Male, city, 1, 2293, 2247, 副业, 信用卡, yes, cloth, online, 1, 1, 1, 1, 1, 1, huawei, 联想, 普通品牌, Ny57S@sina.com
Female, township, 2, 3175, 2693, 无, 花呗, yes, funny, online, 2, 4, 2, 2, 2, 2, oppo, 苹果, 普通品牌, NOwQ5a@126.com
Male, city, 1, 1601, 2352, 父母给予, 信用卡, yes, cloth, online, 2, 3, 1, 2, 2, 1, huawei, 联想, 普通品牌, QkP80la5qR@qq.com
Female, countryside, 3, 4539, 5391, 无, 信用卡, yes, elec, offline, 3, 4, 3, 3, 2, 2, iphone, other, 中档品牌, iJv0HLZeV@126.com
Female, countryside, 3, 5585, 3028, 无, 无, yes, elec, offline, 3, 4, 2, 3, 2, 2, iphone, 惠普, 中档品牌, Y7mqfX@sina.com
Male, city, 1, 1712, 1834, 无, 花呗, yes, dict, online, 2, 3, 2, 2, 2, 1, xiaomi, 戴尔, 普通品牌, ESxYvQ76R@sina.com
Male, city, 1, 2870, 4557, 副业, 信用卡, yes, cloth, online, 1, 2, 1, 1, 2, 1, huawei, 联想, 普通品牌, 5BhnJlLoA@sina.com
Female, township, 2, 4635, 5344, 无, 节呗, yes, funny, online, 3, 4, 2, 3, 2, 2, meizu, 华硕, 中档品牌, 9r4QzZeKE30@sina.com
Male, township, 2, 5331, 2758, 无, 花呗, yes, trval, online, 2, 4, 2, 2, 2, 2, xiaomi, 戴尔, 普通品牌, 20k8RTmAN@126.com
Female, township, 2, 4524, 1470, 无, 节呗, no, funny, online, 3, 4, 2, 3, 2, 2, meizu, 华硕, 中档品牌, 73s6xmwHZwX@qq.com
Male, city, 1, 1674, 1384, 父母给予, 信用卡, no, dict, online, 2, 3, 2, 2, 2, 1, xiaomi, 戴尔, 普通品牌, JTHTq3zv@163.com
Male, city, 1, 2923, 2239, 无, 花呗, no, trval, online, 2, 4, 2, 2, 2, 1, xiaomi, 戴尔, 普通品牌, XH0Iy6UpA@126.com
Female, countryside, 3, 4914, 5191, 无, 无, yes, elec, offline, 3, 4, 3, 3, 2, 2, iphone, 惠普, 中档品牌, CKTn5@126.com
Female, countryside, 3, 2972, 5119, 无, 信用卡, yes, cream, offline, 3, 4, 3, 1, 2, 2, iphone, other, 中档品牌, CJus7@163.com
Female, township, 2, 3702, 4705, 无, 节呗, yes, funny, online, 2, 4, 2, 3, 2, 2, oppo, 苹果, 普通品牌, tD33msoLK@126.com
Male, city, 1, 2446, 1155, 父母给予, 信用卡, yes, dict, online, 2, 3, 2, 2, 2, 1, huawei, 联想, 普通品牌, z4lkrWhR1@qq.com
Male, city, 1, 2043, 1032, 副业, 信用卡, no, cloth, online, 1, 1, 1, 1, 1, 1, huawei, 联想, 普通品牌, DpKq2@sina.com
Male, city, 1, 2419, 2652, 副业, 信用卡, yes, cloth, online, 2, 2, 1, 1, 2, 1, huawei, 联想, 普通品牌, 56nHov1wzIL@sina.com
Male, city, 1, 2498, 2105, 无, 花呗, yes, dict, online, 2, 3, 2, 2, 2, 1, xiaomi, 戴尔, 普通品牌, Ho4sY@sina.com
Male, city, 1, 1667, 2070, 父母给予, 信用卡, yes, dict, online, 2, 3, 2, 2, 2, 1, xiaomi, 戴尔, 普通品牌, ED3kWrtfHCq@126.com
Male, city, 1, 2445, 2111, 副业, 信用卡, no, cloth, online, 1, 1, 1, 1, 2, 1, huawei, 联想, 普通品牌, wC7zOqpI@sina.com
Female, township, 2, 4894, 5411, 无, 美团月付, no, study, online, 3, 4, 2, 3, 2, 2, meizu, 华硕, 中档品牌, 1mTpuSaA@sina.com
Female, countryside, 3, 3815, 4015, 无, 无, yes, elec, offline, 3, 4, 2, 3, 2, 2, iphone, 惠普, 中档品牌, 7RDPz7f8Kg0@126.com
Female, township, 2, 3300, 4058, 无, 花呗, yes, funny, online, 2, 4, 2, 2, 2, 2, oppo, 苹果, 普通品牌, bOy1I7pEA@sina.com
Female, countryside, 3, 3115, 4510, 无, 信用卡, yes, other, offline, 3, 4, 3, 1, 2, 2, other, other, 高档品牌, wRdG2cf973@qq.com
Male, city, 1, 2593, 2133, 父母给予, 信用卡, no, cloth, online, 2, 2, 1, 1, 2, 1, huawei, 联想, 普通品牌, FTXLpcjG5K6@qq.com
Male, city, 1, 1868, 1683, 无, 花呗, no, trval, online, 2, 4, 2, 2, 2, 1, xiaomi, 戴尔, 普通品牌, jWcTE0wKc@sina.com
Female, countryside, 3, 5819, 3527, 无, 无, yes, elec, offline, 3, 4, 3, 3, 2, 2, iphone, 惠普, 中档品牌, 4bESpa0vDz@sina.com
Female, township, 2, 4475, 3013, 无, 花呗, yes, funny, online, 2, 4, 2, 2, 2, 2, xiaomi, 戴尔, 普通品牌, Ef6ZvQN@126.com
Female, countryside, 3, 3357, 4658, 无, 无, no, study, offline, 3, 4, 2, 3, 2, 2, iphone, 惠普, 中档品牌, D7wxvqV5fQo@163.com
Male, city, 1, 2041, 3015, 信贷产品, 信用卡, no, dict, online, 2, 3, 2, 2, 2, 1, xiaomi, 戴尔, 普通品牌, Ing9tZY@qq.com
Female, township, 2, 4876, 3561, 无, 花呗, yes, funny, online, 2, 4, 2, 3, 2, 2, oppo, 苹果, 普通品牌, GRZT4haVM@163.com
Female, countryside, 3, 5358, 2026, 无, 无, yes, elec, offline, 3, 4, 3, 3, 2, 2, iphone, 惠普, 中档品牌, k0winS0OmVA@126.com
Female, township, 2, 5573, 2052, 无, 节呗, yes, funny, online, 3, 4, 2, 3, 2, 2, oppo, 华硕, 中档品牌, F6j3oNwKr4F@sina.com
Male, city, 1, 2218, 2264, 父母给予, 信用卡, yes, dict, online, 2, 3, 1, 2, 2, 1, huawei, 联想, 普通品牌, 1mcDW2k@sina.com
Female, township, 2, 2839, 4053, 无, 节呗, yes, funny, online, 3, 4, 2, 3, 2, 2, meizu, 华硕, 中档品牌, QGo4Qte@qq.com
Female, township, 2, 4749, 1704, 无, 美团月付, no, study, online, 3, 4, 2, 3, 2, 2, meizu, 华硕, 中档品牌, a0qeV@163.com
Female, township, 2, 5149, 4958, 无, 节呗, no, funny, online, 3, 4, 2, 3, 2, 2, meizu, 华硕, 中档品牌, PKim7IfHR@163.com
Female, township, 2, 2654, 4735, 无, 无, yes, study, online, 3, 4, 2, 3, 2, 2, iphone, 华硕, 中档品牌, VXVIC0v2mn@qq.com
Female, countryside, 3, 3068, 3076, 无, 无, no, elec, offline, 3, 4, 3, 3, 2, 2, iphone, 惠普, 中档品牌, Ezg4oRy@sina.com
Male, city, 1, 1793, 3242, 父母给予, 信用卡, yes, dict, online, 2, 3, 1, 2, 2, 1, huawei, 联想, 普通品牌, UXsT3F6v8r@qq.com
Male, city, 1, 2749, 2711, 父母给予, 信用卡, yes, cloth, online, 2, 2, 1, 2, 2, 1, huawei, 联想, 普通品牌, Zo2knrPmIl@qq.com
Female, township, 2, 3387, 3774, 无, 花呗, no, funny, online, 2, 4, 2, 2, 2, 2, xiaomi, 苹果, 普通品牌, gJ4MCk7m@sina.com
Female, countryside, 3, 5114, 4991, 无, 信用卡, yes, elec, offline, 3, 4, 3, 3, 2, 2, iphone, 惠普, 中档品牌, dIF7J@163.com
Male, city, 1, 2285, 2976, 父母给予, 信用卡, yes, dict, online, 2, 3, 1, 2, 2, 1, huawei, 联想, 普通品牌, kL5EqSw@qq.com
Male, city, 1, 2515, 4246, 父母给予, 信用卡, yes, cloth, online, 2, 2, 1, 2, 2, 1, huawei, 联想, 普通品牌, 5q5yX@sina.com
Male, city, 1, 2737, 1908, 父母给予, 信用卡, yes, dict, online, 2, 3, 2, 2, 2, 1, huawei, 联想, 普通品牌, 1cF5xpFg@sina.com
Male, city, 1, 2791, 4520, 父母给予, 信用卡, yes, dict, online, 2, 3, 2, 2, 2, 1, huawei, 联想, 普通品牌, rj6zw09P@qq.com
Female, countryside, 3, 4902, 2684, 无, 信用卡, yes, elec, offline, 3, 4, 3, 3, 2, 2, iphone, 惠普, 中档品牌, A60FHLbX@qq.com
Male, city, 1, 2760, 3887, 副业, 信用卡, yes, cloth, online, 1, 1, 1, 1, 1, 1, huawei, 联想, 普通品牌, eQsMRL4Tu@163.com
Male, city, 1, 2696, 4034, 副业, 信用卡, yes, cloth, online, 1, 2, 1, 1, 2, 1, huawei, 联想, 普通品牌, sc4JB@qq.com
Male, city, 1, 1948, 1978, 父母给予, 信用卡, yes, dict, online, 2, 3, 2, 2, 2, 1, xiaomi, 戴尔, 普通品牌, DnRKa41n@sina.com
Male, city, 1, 1979, 3665, 父母给予, 信用卡, no, cloth, online, 2, 2, 1, 1, 2, 1, huawei, 联想, 普通品牌, q0XFdvFmH0q@qq.com
Male, city, 1, 2542, 4081, 父母给予, 信用卡, yes, cloth, online, 2, 3, 1, 2, 2, 1, huawei, 联想, 普通品牌, sYYGrK7Xt@126.com
Male, city, 1, 1805, 2212, 父母给予, 信用卡, yes, cloth, online, 2, 2, 1, 2, 2, 1, huawei, 联想, 普通品牌, jnU3NL@qq.com
Female, countryside, 3, 3599, 4422, 无, 信用卡, no, elec, offline, 3, 4, 3, 3, 2, 2, iphone, other, 中档品牌, qpyY1jwoZD1@163.com
Female, countryside, 3, 3989, 4752, 无, 无, yes, study, offline, 3, 4, 2, 3, 2, 2, iphone, 华硕, 中档品牌, sG96o1@qq.com
Male, city, 1, 2419, 3597, 父母给予, 信用卡, yes, cloth, online, 2, 2, 1, 1, 2, 1, huawei, 联想, 普通品牌, Y02B8Zt@126.com
Female, township, 2, 2532, 4006, 无, 节呗, yes, funny, online, 3, 4, 2, 3, 2, 2, meizu, 华硕, 中档品牌, n7Vdu7Yx@qq.com
Male, city, 1, 2364, 1218, 父母给予, 信用卡, no, dict, online, 2, 3, 2, 2, 2, 1, huawei, 联想, 普通品牌, OqinSdEc0m5@163.com
Female, township, 2, 2690, 1499, 无, 节呗, yes, funny, online, 3, 4, 2, 3, 2, 2, meizu, 华硕, 中档品牌, nU1g6At0C@163.com
Male, township, 2, 3598, 5568, 无, 花呗, yes, funny, online, 2, 4, 2, 2, 2, 2, xiaomi, 戴尔, 普通品牌, uHW5Cw@sina.com
Male, city, 1, 1966, 3693, 副业, 信用卡, yes, cloth, online, 1, 1, 1, 1, 1, 1, huawei, 联想, 普通品牌, 1LU7Dp@126.com
Male, city, 1, 2297, 1361, 副业, 信用卡, no, cloth, online, 2, 2, 1, 1, 2, 1, huawei, 联想, 普通品牌, QelsvaGN9SI@sina.com
Male, city, 1, 2707, 4410, 父母给予, 信用卡, yes, cloth, online, 2, 2, 1, 2, 2, 1, huawei, 联想, 普通品牌, D6rE0wjl5@qq.com
Female, township, 2, 3319, 3850, 无, 节呗, yes, funny, online, 3, 4, 2, 3, 2, 2, meizu, 华硕, 中档品牌, ft78NS@163.com
Female, countryside, 3, 4491, 4269, 无, 信用卡, yes, cream, offline, 3, 4, 3, 1, 2, 2, iphone, other, 中档品牌, naAs1r3pYe@qq.com
Male, city, 1, 2592, 1703, 父母给予, 信用卡, yes, cloth, online, 2, 2, 1, 2, 2, 1, huawei, 联想, 普通品牌, 0JoVCNsKNF@sina.com
Female, township, 2, 4146, 5357, 无, 节呗, no, study, online, 3, 4, 2, 3, 2, 2, meizu, 华硕, 中档品牌, F65Tyng@163.com
Female, countryside, 3, 5626, 3681, 无, 无, no, elec, offline, 3, 4, 3, 3, 2, 2, iphone, 惠普, 中档品牌, fchOR76@126.com
Male, city, 1, 1655, 3957, 父母给予, 信用卡, no, dict, online, 2, 3, 1, 2, 2, 1, huawei, 联想, 普通品牌, 0hKVTz@qq.com
Female, countryside, 3, 3740, 4185, 无, 信用卡, yes, elec, offline, 3, 4, 3, 3, 2, 2, iphone, other, 中档品牌, wo2NvAlDH@163.com
Female, township, 2, 4005, 3294, 无, 节呗, yes, study, online, 3, 4, 2, 3, 2, 2, meizu, 华硕, 中档品牌, 3cOWxiJ@sina.com
Female, countryside, 3, 4099, 4988, 无, 无, no, elec, offline, 3, 4, 3, 3, 2, 2, iphone, 惠普, 中档品牌, 5M1lqseoMTJ@qq.com
Female, township, 2, 4060, 4831, 无, 节呗, yes, funny, online, 2, 4, 2, 3, 2, 2, oppo, 苹果, 普通品牌, 5TLnb@163.com
Female, countryside, 3, 5018, 6182, 无, 无, no, elec, offline, 3, 4, 3, 3, 2, 2, iphone, 惠普, 中档品牌, gES4Sf1@163.com
Female, countryside, 3, 3997, 4247, 无, 信用卡, yes, elec, offline, 3, 4, 3, 3, 2, 2, iphone, 惠普, 中档品牌, 0v2GkBM@sina.com
Female, countryside, 3, 5374, 2375, 无, 信用卡, yes, cream, offline, 3, 4, 3, 3, 2, 2, iphone, other, 中档品牌, fKvQ7XBgL@qq.com
Male, city, 1, 2635, 1722, 副业, 信用卡, no, cloth, online, 1, 1, 1, 1, 1, 1, huawei, 联想, 普通品牌, f6fFVPg@126.com
Male, city, 1, 2178, 2758, 无, 花呗, no, dict, online, 2, 3, 2, 2, 2, 1, xiaomi, 戴尔, 普通品牌, sKix9@163.com
Male, city, 1, 2152, 3731, 副业, 信用卡, yes, cloth, online, 1, 1, 1, 1, 2, 1, huawei, 联想, 普通品牌, mTvNI8wl@163.com
Male, city, 1, 2132, 1523, 副业, 信用卡, no, cloth, online, 1, 1, 1, 1, 1, 1, huawei, 联想, 普通品牌, pFNxtX35@qq.com
Female, township, 2, 2924, 5538, 无, 花呗, yes, funny, online, 2, 4, 2, 2, 2, 2, oppo, 苹果, 普通品牌, k6D38W@qq.com
